entry_filter,cost_bps_per_side,period,policy,sector,trades,tickers,signal_dates,win_rate_pct,mean_net_return_pct,median_net_return_pct,p10_net_return_pct,worst_net_return_pct,loss_at_least_10pct_rate,mean_winner_pct,mean_loser_pct,median_excess_spy_pp,mean_excess_spy_pp,beat_spy_pct,date_balanced_median_return_pct,date_balanced_median_excess_spy_pp,median_return_without_3_largest_dates_pct,median_adverse_excursion_pct,median_sessions_to_exit,positive_quarters_min30,quarters_min30,positive_sectors_min30,sectors_min30,sample_flag
all_drops,0,older,hold_30,Materials,73,23,47,50.68493150684932,3.5168138160180806,0.3507131166705646,-13.42278143392418,-21.63871322518559,13.698630136986301,14.018178691960582,-7.276255639811712,-1.834257825963348,-0.3132951127930225,39.726027397260275,-1.606295817162584,-1.7645069836694676,-1.606295817162584,-5.898268398268403,30.0,0,0,1,1,descriptive only
all_drops,0,older,hold_30,Real Estate,48,26,21,64.58333333333334,3.146881749797423,5.561297479893157,-10.190142395772163,-25.289867249201812,12.5,9.633693682689781,-8.682010598418055,-3.7532865177704706,-4.548146486240942,31.25,1.2282417367494691,-2.2517379671448623,-0.01829519542251301,-7.338023981199287,30.0,0,0,1,1,descriptive only
all_drops,0,older,hold_30,Utilities,46,19,26,65.21739130434783,5.809120755569952,4.804299690428926,-11.081802422020182,-25.808071748878923,13.043478260869565,14.31688069881607,-10.142929138016518,-2.61874803319373,0.00926035356694401,43.47826086956522,2.7215008767474513,-0.07671046349048183,4.654822030256134,-6.594417829215049,30.0,0,0,1,1,descriptive only
all_drops,0,older,recovery_30,Communication Services,77,24,49,67.53246753246754,4.07986170679422,6.070239822480161,-13.87290774901272,-43.844643858665165,15.584415584415584,11.934118454771102,-12.25699232899769,2.2299367101343393,2.6997152172185848,62.33766233766234,6.35368929624498,3.710653863989366,5.941605839416053,-6.907230375656381,28.0,0,0,1,1,descriptive only
all_drops,0,older,recovery_30,Consumer Discretionary,131,43,73,66.41221374045801,3.0264147949671005,6.450057405281284,-15.965913356858618,-36.717019133937555,14.50381679389313,10.455346867818813,-11.662609985444238,2.908582162295037,1.205544306746955,62.59541984732825,3.544569103686346,2.143411035155374,5.511022044088176,-6.744647743735577,25.0,1,2,1,1,descriptive only
all_drops,0,older,recovery_30,Consumer Staples,58,29,40,63.793103448275865,3.068211277755627,4.781389869069407,-5.8822850848125094,-18.344519015659955,5.172413793103448,7.961346433866051,-5.553026854438929,2.2469071591836642,0.5274390927584712,62.06896551724138,3.127974340388362,1.816772792401722,3.2077860516330436,-4.736540001072531,30.0,0,0,1,1,descriptive only
all_drops,0,older,recovery_30,Energy,63,21,31,69.84126984126983,3.782276634623804,6.196377502383221,-6.254150646870717,-27.503974562798096,6.349206349206349,8.490383686896998,-7.120708118008854,3.4131510149665756,0.1869959058254734,60.317460317460316,4.6413308211938675,3.3811340183259597,6.253514106909897,-4.958261370178474,27.0,0,0,1,1,descriptive only
all_drops,0,older,recovery_30,Financials,174,76,54,73.5632183908046,4.2191017201508405,5.793026863502238,-9.323340631646573,-33.02218011591618,9.770114942528735,9.006875071974317,-9.103398041444922,1.320690112627187,-0.7422333048535342,57.47126436781609,3.993291821042566,1.7036218702613182,2.0197585071350277,-5.503039309694296,27.5,1,2,1,1,descriptive only
all_drops,0,older,recovery_30,Health Care,162,56,88,61.72839506172839,1.4553399199965547,4.085082006473694,-12.581544338047673,-32.305112775047085,13.580246913580247,7.813142638997407,-8.799180594520951,0.361214927767195,-2.094651587311515,50.0,2.7176561625896434,1.3254560290177129,3.0347821455203983,-5.5067689001758175,30.0,2,2,1,1,descriptive only
all_drops,0,older,recovery_30,Industrials,205,80,84,67.8048780487805,2.968294356253983,5.7617532697066265,-11.94410303587856,-41.249809170016796,13.170731707317074,8.996376750949223,-9.727212505301141,1.3542960954133534,0.4746054969472352,53.170731707317074,1.7201147036682154,1.0404041424463248,2.3077269583889115,-6.432748538011701,30.0,3,4,1,1,descriptive only
